DTXSID,very_toxic,nontoxic,LD50_mgkg,EPA_category,GHS_category,casrn,mol_weight,LD50_LM
DTXSID8058168,FALSE,TRUE,5001,4,5,71697-59-1,416.3,-1.079650444
DTXSID8058297,FALSE,FALSE,470,2,4,1249-84-9,461.5599976,-0.007869696
DTXSID8058451,FALSE,FALSE,451,2,4,66827-38-1,419.9100037,-0.031020321
DTXSID8058790,FALSE,FALSE,205,2,3,75-81-0,256.75,0.097756591
DTXSID8058827,FALSE,TRUE,2700,3,5,80-11-5,214.2400055,-1.100463193
DTXSID8059057,FALSE,FALSE,930,3,4,92-53-5,163.2200012,-0.755709572
DTXSID8059136,FALSE,TRUE,6340,4,5,96-66-2,358.5400085,-1.247551633
DTXSID8059180,FALSE,TRUE,3265,3,5,98-89-5,128.1710052,-1.406093395
DTXSID8059217,FALSE,FALSE,891,3,4,100-68-5,124.1999969,-0.855756119
DTXSID8059261,FALSE,FALSE,820,3,4,102-83-0,186.3430023,-0.643500764
DTXSID8059421,FALSE,TRUE,30900,4,5,112-58-3,186.3390045,-2.219654708
DTXSID8059471,FALSE,TRUE,2001,3,5,118-33-2,303.2999878,-0.819374696
DTXSID8059550,FALSE,TRUE,2230,3,5,122-98-5,137.1820068,-1.211007711
DTXSID8059552,FALSE,TRUE,2250,3,5,123-08-0,122.1230011,-1.26538505
DTXSID8059556,FALSE,TRUE,3160,3,5,123-43-3,140.1100006,-1.353217948
DTXSID8059764,FALSE,FALSE,563,3,4,257-07-8,195.220993,-0.459981877
DTXSID8059766,FALSE,TRUE,2001,3,5,260-94-6,179.2220001,-1.047855769
DTXSID8059893,FALSE,TRUE,2001,3,5,363-72-4,168.0659943,-1.07576724
DTXSID8060246,FALSE,FALSE,1424,3,4,541-28-6,198.0469971,-0.856741728
DTXSID8060321,FALSE,FALSE,320,2,4,557-40-4,98.14499664,-0.513281814
DTXSID8060329,TRUE,FALSE,2,1,1,558-25-8,98.08999634,1.690594723
DTXSID8060400,FALSE,FALSE,1870,3,4,584-02-1,88.15000153,-1.326619282
DTXSID8060452,FALSE,FALSE,1749,3,4,591-50-4,204.0099945,-0.933138365
DTXSID8060660,FALSE,TRUE,2600,3,5,616-02-4,112.0839996,-1.365429728
DTXSID8060743,FALSE,FALSE,1500,3,4,622-03-7,258.3399963,-0.76389961
DTXSID8060745,FALSE,FALSE,1903,3,4,622-15-1,196.253006,-0.986622471
DTXSID8060951,FALSE,TRUE,2050,3,5,646-07-1,116.1600037,-1.246697244
DTXSID8061004,FALSE,TRUE,2260,3,5,693-05-0,84.12200165,-1.429198841
DTXSID8061212,FALSE,TRUE,16000,4,5,849-99-0,310.4339905,-1.712150715
DTXSID8061551,FALSE,FALSE,360,2,4,1132-39-4,233.1829987,-0.188605618
DTXSID8061553,FALSE,TRUE,2262,3,5,1134-36-7,185.2259979,-1.086790657
DTXSID8061977,FALSE,FALSE,650,3,4,1797-74-6,176.2149963,-0.566870491
DTXSID8062153,FALSE,FALSE,1700,3,4,2052-14-4,194.23,-0.942132611
DTXSID8062365,FALSE,TRUE,6170,4,5,2386-56-3,134.1900024,-1.662565003
DTXSID8062529,FALSE,FALSE,660,3,4,2570-26-5,227.4360046,-0.462684718
DTXSID8062781,FALSE,FALSE,160,2,3,2/4/10,112.1760025,-0.154220023
DTXSID8063046,FALSE,TRUE,2884,3,5,3470-17-5,252.102005,-1.058418956
DTXSID8063098,FALSE,TRUE,15500,4,5,3605-31-0,202.3410034,-1.884247799
DTXSID8063464,FALSE,FALSE,210,2,3,4437-22-3,178.1869965,-0.071343287
DTXSID8063709,FALSE,TRUE,7470,4,5,5123-63-7,251.2799988,-1.473162681
DTXSID8063913,FALSE,FALSE,590,3,4,5459-93-8,127.2310028,-0.666259061
DTXSID8064064,FALSE,TRUE,10000,4,5,5930-71-2,314.3200073,-1.502627974
DTXSID8064226,FALSE,FALSE,681,3,4,6315-89-5,153.1809998,-0.647942212
DTXSID8064519,FALSE,TRUE,7460,4,5,6959-71-3,127.1869965,-1.768296116
DTXSID8064561,FALSE,FALSE,317,2,4,7087-68-5,129.246994,-0.389638811
DTXSID8064987,FALSE,FALSE,405,2,4,10193-95-0,238.3200073,-0.23029452
DTXSID8065119,FALSE,TRUE,3000,3,5,10544-63-5,114.1439972,-1.419668178
DTXSID8066472,FALSE,TRUE,2150,3,5,19249-34-4,265.3089905,-0.908686493
DTXSID8066557,FALSE,FALSE,1750,3,4,20103-09-7,177.0299988,-0.994991182
DTXSID8066680,FALSE,FALSE,380.9,2,4,21124-13-0,149.1970062,-0.407050864
DTXSID8067602,FALSE,FALSE,1850,3,4,31225-17-9,221.0399933,-0.92270087
DTXSID8068830,FALSE,FALSE,1720,3,4,53153-66-5,151.253006,-1.055824432
DTXSID8069303,FALSE,TRUE,2150,3,5,59021-03-3,140.1999969,-1.185690456
DTXSID8069806,FALSE,TRUE,2277,3,5,63278-33-1,185.1860046,-1.089754869
DTXSID8069856,FALSE,TRUE,4915,3,5,63451-45-6,546.0900269,-0.954259277
DTXSID8073130,FALSE,TRUE,5200,4,5,2039-85-2,138.5899963,-1.57427146
DTXSID8073132,FALSE,TRUE,4000,3,5,6607-45-0,173.0399933,-1.363913502
DTXSID8073134,FALSE,TRUE,5620,4,5,10022-60-3,314.4660034,-1.252162614
DTXSID8073263,FALSE,FALSE,712,3,4,1516-01-4,93.1289978,-0.883395064
DTXSID8073269,FALSE,TRUE,3840,3,5,1609-06-9,112.1360016,-1.534586158
DTXSID8073346,FALSE,TRUE,2158,3,5,5308-25-8,114.1920013,-1.276415756
DTXSID8073396,FALSE,FALSE,130,2,3,13063-43-9,134.9499969,0.016229527
DTXSID8073427,TRUE,FALSE,5.97,1,2,21409-78-9,291.2999878,1.688366135
DTXSID8073550,FALSE,FALSE,1340,3,4,54395-37-8,248.2380066,-0.732236523
DTXSID8073635,FALSE,FALSE,250,2,3,76379-66-3,174.2429962,-0.156784678
DTXSID8073637,TRUE,FALSE,22,1,2,76579-52-7,209.3099976,0.978367292
DTXSID8073681,TRUE,FALSE,4.5,1,1,84529-63-5,410.1300049,1.959709029
DTXSID8073689,FALSE,TRUE,4012,3,5,85438-51-3,773.1359863,-0.715105036
DTXSID8074312,FALSE,FALSE,959,3,4,19406-51-0,197.1499939,-0.687021839
DTXSID8074576,FALSE,FALSE,1030,3,4,13223-43-3,195.1820068,-0.722397446
DTXSID8074609,FALSE,TRUE,10700,4,5,3/9/77,159.2290039,-1.827361599
DTXSID8074813,FALSE,FALSE,500,2,4,926-63-6,87.16600037,-0.758622886
DTXSID8074990,FALSE,FALSE,198,2,3,317-83-9,447.5759888,0.35420159
DTXSID8075120,FALSE,FALSE,890,3,4,1709-50-8,213.3000031,-0.620399145
DTXSID8075170,TRUE,FALSE,2.5,1,1,72-00-4,249.0200043,1.998294228
DTXSID8075336,FALSE,FALSE,1000,3,4,55-37-8,292.3500061,-0.534096893
DTXSID8075388,TRUE,FALSE,14,1,2,333-29-9,271.3500061,1.2874018
DTXSID8075413,FALSE,FALSE,65,2,3,481-42-5,188.1820068,0.461664739
DTXSID80861631,TRUE,FALSE,3.7,1,1,77-81-6,162.129,1.64165898
DTXSID80870440,FALSE,FALSE,1600,3,4,100-28-7,164.1199951,-0.988958487
DTXSID80872363,FALSE,FALSE,242,2,3,125-68-8,352.3160095,0.163117012
DTXSID80873370,TRUE,FALSE,16.2,1,2,66-32-0,397.431,1.389746725
DTXSID80873451,TRUE,FALSE,35,1,2,69226-05-7,147.25,0.623987259
DTXSID80876982,TRUE,FALSE,9,1,2,4799-59-1,290.31,1.508619486
DTXSID80879559,FALSE,FALSE,300,2,4,20241-03-6,163.224,-0.264337238
DTXSID80883171,FALSE,FALSE,172,2,3,106900-12-3,493.04,0.457353708
DTXSID80883212,TRUE,FALSE,50,1,2,64-20-0,154.051,0.488694517
DTXSID80883277,FALSE,FALSE,911,3,4,148-72-1,271.273,-0.526111807
DTXSID80883696,FALSE,FALSE,760,3,4,1572-55-0,173.304,-0.642005006
DTXSID80884002,FALSE,TRUE,2260,3,5,3648-36-0,389.36,-0.763757106
DTXSID80884148,FALSE,TRUE,3400,3,5,5340-36-3,144.258,-1.37233901
DTXSID80884986,TRUE,FALSE,48,1,2,17773-41-0,131.19,0.436659495
DTXSID80885079,FALSE,TRUE,21500,4,5,19074-24-9,454.736,-1.674679123
DTXSID80885690,FALSE,FALSE,765,3,4,37795-71-4,202.213,-0.577852363
DTXSID80886223,FALSE,TRUE,11400,4,5,57282-49-2,206.242,-1.74252774
DTXSID80888944,FALSE,TRUE,4300,3,5,131766-73-9,200.278,-1.33183521
DTXSID80889259,FALSE,FALSE,550,3,4,1001354-72-8,145.246,-0.578258509
DTXSID80889456,FALSE,TRUE,6700,4,5,2586-57-4,741.7,-0.955846524
DTXSID80897435,TRUE,FALSE,35,1,2,25646-77-9,292.35,0.921835054
DTXSID90143117,FALSE,FALSE,735,3,4,1003-52-7,108.0999985,-0.832461651
DTXSID90143692,FALSE,FALSE,1950,3,4,101030-72-2,191.2299957,-1.008478596
DTXSID90143910,FALSE,FALSE,1410,3,4,10140-84-8,235.1000061,-0.777966472
DTXSID90145499,FALSE,FALSE,128,2,3,102771-12-0,309.368988,0.383266807
DTXSID90145651,FALSE,TRUE,2330,3,5,10312-83-1,74.07900238,-1.497660796
DTXSID90145676,FALSE,FALSE,800,3,4,103150-29-4,494.0700073,-0.209301496
DTXSID90146128,FALSE,FALSE,332,2,4,10389-72-7,220.1399994,-0.178439123
DTXSID90149018,FALSE,TRUE,3500,3,5,1097-57-0,324.3359985,-1.03307289
DTXSID90157618,FALSE,FALSE,88,2,3,13256-13-8,100.1210022,0.056042516
DTXSID90160400,FALSE,FALSE,400,2,4,137927-74-3,294.2999878,-0.133269747
DTXSID90160405,FALSE,FALSE,450,2,4,137927-79-8,350.8200073,-0.10812816
DTXSID90163335,FALSE,FALSE,120,2,3,14628-06-9,216.2400055,0.255754798
DTXSID90163416,FALSE,TRUE,2200,3,5,1466-82-6,342.303009,-0.808011964
DTXSID90163471,FALSE,FALSE,631,3,4,146764-26-3,475.6950073,-0.122700766
DTXSID90163532,TRUE,FALSE,10.565,1,2,14689-51-1,231.1340027,1.339994339
DTXSID90163537,TRUE,FALSE,8.321,1,2,14689-60-2,457.269989,1.739997177
DTXSID90163592,FALSE,FALSE,662,3,4,1471-51-8,246.3070068,-0.429381223
DTXSID90164928,TRUE,FALSE,15,1,2,152-20-5,156.1399994,1.017422914
DTXSID90165197,FALSE,FALSE,141,2,3,15301-48-1,492.6229858,0.54329556
DTXSID90165273,FALSE,FALSE,1510,3,4,1532-02-1,267.4129944,-0.75179444
DTXSID90165278,FALSE,FALSE,780,3,4,1532-10-1,287.4030151,-0.433603283
DTXSID90165596,FALSE,TRUE,3700,3,5,15435-29-7,426.9100037,-0.937865392
DTXSID90165677,TRUE,FALSE,14.1,1,2,154619-76-8,472.7179871,1.525383015
DTXSID90166245,FALSE,TRUE,5380,4,5,15730-83-3,234.2700043,-1.36106559
DTXSID90166260,FALSE,FALSE,1000,3,4,15743-13-2,233.8500061,-0.631062614
DTXSID90166523,FALSE,FALSE,527,3,4,15878-00-9,102.5199966,-0.711002032
DTXSID90167156,TRUE,FALSE,3,1,1,16146-62-6,235.2830048,1.894469303
DTXSID90167358,TRUE,FALSE,15,1,2,16231-76-8,372.4400024,1.394965062
DTXSID90167575,FALSE,FALSE,95,2,3,16339-14-3,103.125,0.035640356
DTXSID90167696,FALSE,FALSE,362,2,4,16401-80-2,293.321991,-0.091363946
DTXSID90167833,FALSE,FALSE,68,2,3,16499-75-5,278.230011,0.61189506
DTXSID90169190,FALSE,FALSE,250,2,3,17191-84-3,239.7400055,-0.018199498
DTXSID90169599,FALSE,FALSE,1000,3,4,17334-68-8,227.2230072,-0.643547697
DTXSID90169812,FALSE,FALSE,397,2,4,1743-13-1,144.1820068,-0.439879441
DTXSID90170024,FALSE,FALSE,250,2,3,17578-43-7,213.3209991,-0.0689064
DTXSID90170504,FALSE,FALSE,183,2,3,17854-59-0,323.3919983,0.24727818
DTXSID90170867,FALSE,FALSE,984,3,4,1798-50-1,303.8299866,-0.510364464
DTXSID90171016,FALSE,TRUE,3225,3,5,180793-95-7,430.5400085,-0.874516204
DTXSID90172245,FALSE,FALSE,141,2,3,18877-89-9,312.4089966,0.345504419
DTXSID90173136,FALSE,TRUE,3000,3,5,19485-08-6,357.4060059,-0.923959409
DTXSID90173176,FALSE,FALSE,570,3,4,195252-02-9,217.276001,-0.418863096
DTXSID90173297,FALSE,FALSE,1300,3,4,19622-19-6,226.7599945,-0.758376915
DTXSID90173353,FALSE,FALSE,1000,3,4,19688-04-1,245.2339935,-0.61041933
DTXSID90173676,FALSE,FALSE,446,2,4,1990-90-5,108.1439972,-0.615332441
DTXSID90174289,TRUE,FALSE,5,1,2,20362-98-5,309.6400146,1.791887075
DTXSID90174300,FALSE,FALSE,78,2,3,20373-56-2,259.1300049,0.521423101
DTXSID90175074,FALSE,FALSE,566,3,4,20917-50-4,156.2290039,-0.559054767
DTXSID90175135,FALSE,TRUE,2001,3,5,20954-14-7,421.5409851,-0.676407283
DTXSID90176647,FALSE,FALSE,755,3,4,22125-35-5,351.269989,-0.332305904
DTXSID90177275,FALSE,FALSE,750,3,4,22736-85-2,311.2999878,-0.38188216
DTXSID90177497,FALSE,FALSE,62,2,3,22952-87-0,312.3729858,0.702281779
DTXSID90177937,TRUE,FALSE,5.017,1,2,2338-30-9,501.7210083,2.000018185
DTXSID90178262,FALSE,TRUE,4600,3,5,23609-20-3,190.2460022,-1.383442292
DTXSID90178782,TRUE,FALSE,47.1,1,2,5/9/04,184.1900024,0.592245147
DTXSID90179436,FALSE,FALSE,740,3,4,24699-40-9,331.8900146,-0.348237533
DTXSID90179870,FALSE,FALSE,1380,3,4,1/9/21,219.2839966,-0.798872149
DTXSID90181079,FALSE,FALSE,1285,3,4,26485-81-4,292.3380127,-0.643017837
DTXSID90181291,FALSE,FALSE,504,3,4,2678-29-7,234.3699951,-0.332528525
DTXSID90181413,FALSE,FALSE,260,2,3,26907-37-9,214.2700043,-0.08401197
DTXSID90183730,FALSE,FALSE,333,2,4,29547-00-0,333.3800049,0.000495315
DTXSID90184489,FALSE,TRUE,3200,3,5,30406-18-9,145.2019959,-1.343177392
DTXSID90185491,FALSE,TRUE,2290,3,5,31600-56-3,166.2200012,-1.139152201
DTXSID90186226,TRUE,FALSE,37,1,2,325-85-9,189.2740021,0.708889241
DTXSID90186625,FALSE,FALSE,500,2,4,32991-48-3,252.3099976,-0.297035545
DTXSID90187117,FALSE,FALSE,1800,3,4,3347-62-4,158.2039948,-1.05605506
DTXSID90187591,FALSE,FALSE,1600,3,4,3398-69-4,130.1909943,-1.089539039
DTXSID90187758,TRUE,FALSE,38,1,2,3415-60-9,401.9200134,1.024356036
DTXSID90188487,FALSE,FALSE,810,3,4,34929-08-3,350.2969971,-0.364048605
DTXSID90190267,FALSE,FALSE,310,2,4,368-47-8,162.1860046,-0.281348318
DTXSID90190808,FALSE,FALSE,450,2,4,3736-92-3,388.4899902,-0.06383268
DTXSID90191077,FALSE,FALSE,96,2,3,3765-86-4,312.0339966,0.511930681
DTXSID90194104,FALSE,FALSE,330,2,4,4117-90-2,275.355011,-0.078620956
DTXSID90194588,FALSE,TRUE,3500,3,5,41764-14-1,217.2680054,-1.207072267
DTXSID90195111,TRUE,FALSE,18.286,1,2,4228-99-3,303.4899902,1.220025656
DTXSID90195136,FALSE,FALSE,138,2,3,4232-84-2,371.3330078,0.429884469
DTXSID90195398,FALSE,TRUE,7200,4,5,42711-84-2,178.2319946,-1.606346829
DTXSID90195671,FALSE,TRUE,4243,3,5,43064-33-1,342.4299927,-1.093101235
DTXSID90196244,FALSE,FALSE,500,2,4,4460-32-6,503.0190125,0.002614396
DTXSID90196406,FALSE,FALSE,1460,3,4,4515-30-4,304.5899963,-0.68063722
DTXSID90196527,FALSE,FALSE,340,2,4,4549-43-3,100.1210022,-0.530953729
DTXSID90196603,FALSE,FALSE,600,3,4,4570-41-6,134.1380005,-0.650599422
DTXSID90197034,FALSE,FALSE,1500,3,4,471-01-2,138.2100067,-1.035551771
DTXSID90197852,FALSE,FALSE,1700,3,4,4957-14-6,196.293,-0.937544109
DTXSID90197958,FALSE,TRUE,2001,3,5,49665-58-9,219.2879944,-0.960232233
DTXSID90198187,FALSE,FALSE,638,3,4,5001-99-0,230.2380066,-0.442643662
DTXSID90198546,TRUE,FALSE,25,1,2,50539-66-7,329.4100037,1.119796775
DTXSID90198561,TRUE,FALSE,25,1,2,50539-81-6,281.3699951,1.051337774
DTXSID90198945,FALSE,TRUE,2900,3,5,50915-31-6,224.25,-1.111665546
DTXSID90199210,FALSE,FALSE,400,2,4,512-48-1,155.2409973,-0.411053567
DTXSID90199356,TRUE,FALSE,45,1,2,51356-09-3,308.3500061,0.835831448
DTXSID90199417,FALSE,FALSE,1875,3,4,51442-10-5,363.2099915,-0.712843485
DTXSID90199477,FALSE,FALSE,1035,3,4,51492-90-1,345.8500061,-0.476052562
DTXSID90200113,FALSE,FALSE,1100,3,4,52102-44-0,290.7600098,-0.57785801
DTXSID9020031,TRUE,FALSE,7.2,1,2,50-76-0,1255.438,2.241462773
DTXSID9020033,FALSE,FALSE,340,2,4,3688-53-7,248.1940002,-0.136687638
DTXSID9020035,TRUE,FALSE,4.8,1,1,1162-65-8,312.277,1.813298761
DTXSID9020081,FALSE,FALSE,250,2,3,57-43-2,226.276001,-0.043301514
DTXSID9020083,FALSE,TRUE,10000,4,5,7177-48-2,403.4500122,-1.394210267
DTXSID9020087,FALSE,TRUE,2090,3,5,4180-23-8,148.2050018,-1.149283425
DTXSID9020089,FALSE,TRUE,2700,3,5,101-05-3,275.519989,-0.991210652
DTXSID90201044,FALSE,TRUE,2700,3,5,53-89-4,347.4620056,-0.890456442
DTXSID9020112,FALSE,FALSE,1869,3,4,1912-24-9,215.6900024,-0.937779286
DTXSID90201160,FALSE,TRUE,9500,4,5,53083-27-5,446.631012,-1.32777473
DTXSID9020118,FALSE,FALSE,170,2,3,115-02-6,173.128006,0.007918406
DTXSID9020160,FALSE,FALSE,54.5,2,3,82657-04-3,422.87,0.889810373
DTXSID9020164,FALSE,FALSE,1880,3,4,3296-90-0,261.9410095,-0.855954352
DTXSID9020168,FALSE,FALSE,75,2,3,111-44-4,143.0099945,0.280305127
DTXSID90202011,FALSE,FALSE,1500,3,4,5373-42-2,696.8410034,-0.332957562
DTXSID90202016,FALSE,FALSE,1400,3,4,53734-79-5,291.7799988,-0.681072518
DTXSID90202233,FALSE,FALSE,1679,3,4,53944-40-4,239.2299957,-0.846235064
DTXSID9020241,FALSE,FALSE,148.1,2,3,404-86-4,305.4179993,0.314339569
DTXSID9020243,FALSE,TRUE,9000,4,5,133-06-2,300.5799866,-1.476282449
DTXSID9020247,FALSE,FALSE,230,2,3,63-25-2,201.2250061,-0.058045887
DTXSID9020249,TRUE,FALSE,5.15,1,2,1563-66-2,221.2559967,1.633087821
DTXSID90202556,FALSE,FALSE,632,3,4,542-78-9,72.06300354,-0.943004719
DTXSID9020293,TRUE,FALSE,50,1,2,532-27-4,154.5899963,0.490211383
DTXSID9020295,FALSE,FALSE,300,2,4,106-47-8,127.5699997,-0.3713727
DTXSID9020297,FALSE,FALSE,178,2,3,2698-41-1,188.6100006,0.025144714
DTXSID9020299,FALSE,FALSE,700,3,4,510-15-6,325.1900024,-0.332960855
DTXSID9020322,FALSE,TRUE,2150,3,5,94-20-2,276.7399902,-0.890366539
DTXSID90203588,FALSE,TRUE,9490,4,5,5504-68-7,284.3179932,-1.523461867
DTXSID9020370,FALSE,TRUE,8400,4,5,1596-84-5,160.1730042,-1.719689965
DTXSID90203700,FALSE,TRUE,3600,3,5,55203-12-8,178.095993,-1.305648352
DTXSID9020374,FALSE,FALSE,880,3,4,72-55-9,318.019989,-0.442028254
DTXSID9020401,FALSE,FALSE,240,2,3,137-09-7,197.0599976,-0.085612769
DTXSID9020407,FALSE,FALSE,92,2,3,333-41-5,304.3399963,0.519571204
DTXSID9020451,FALSE,FALSE,500,2,4,1212-29-9,240.4100037,-0.318017469
DTXSID9020453,TRUE,FALSE,24,1,2,60-57-1,380.9093323,1.200610371
DTXSID9020455,FALSE,FALSE,210,2,3,298-18-0,86.08999634,-0.387266605
DTXSID9020459,FALSE,FALSE,1500,3,4,685-91-6,115.1760025,-1.114729258
DTXSID90204616,FALSE,FALSE,1402,3,4,56066-63-8,303.3659973,-0.664781112
DTXSID9020534,TRUE,FALSE,20,1,2,78-34-2,456.519989,1.358429802
DTXSID9020536,FALSE,FALSE,1750,3,4,13256-06-9,186.298996,-0.972827534
DTXSID9020538,FALSE,TRUE,2370,3,5,74-31-7,260.3399963,-0.959207452
DTXSID9020580,FALSE,FALSE,1900,3,4,150-69-6,180.2070007,-1.022981942
DTXSID9020582,FALSE,FALSE,800,3,4,91-53-2,217.3119965,-0.566006285
DTXSID9020584,FALSE,TRUE,7230,4,5,64-17-5,46.06900024,-2.19572951
DTXSID90205840,FALSE,FALSE,297,2,3,5721-72-2,217.223999,-0.135848645
DTXSID9020615,FALSE,FALSE,94,2,3,41340-25-4,287.3590088,0.485296963
DTXSID9020617,FALSE,FALSE,1930,3,4,97-53-0,164.2039948,-1.070173591
DTXSID90206559,FALSE,FALSE,520,3,4,57846-34-1,499.9400024,-0.017085456
DTXSID9020663,FALSE,TRUE,9085,4,5,56-81-5,92.09400177,-1.994093587
DTXSID9020665,FALSE,FALSE,850,3,4,765-34-4,72.06300354,-1.071706566
DTXSID9020667,FALSE,TRUE,7930,4,5,56-40-6,75.067,-2.023824127
DTXSID9020740,TRUE,FALSE,2.42,1,1,53-86-1,357.7900085,2.169812843
DTXSID9020790,FALSE,FALSE,158,2,3,1634-78-2,314.2900085,0.298673488
DTXSID9020792,FALSE,TRUE,3800,3,5,123-33-1,112.0879974,-1.530224486
DTXSID9020794,FALSE,TRUE,3000,3,5,12427-38-2,265.28,-1.053416746
DTXSID90207945,TRUE,FALSE,25,1,2,59204-74-9,164.2039948,0.81744371
DTXSID9020796,FALSE,FALSE,156,2,3,89226-75-5,683.6300049,0.641696518
DTXSID90207960,FALSE,FALSE,850,3,4,59214-90-3,354.1499939,-0.380231687
DTXSID9020827,FALSE,FALSE,1855,3,4,72-43-5,345.64,-0.729719917
DTXSID90208533,TRUE,FALSE,50,1,2,598-52-7,90.13999939,0.255947546
DTXSID9020877,FALSE,FALSE,1840,3,4,90-12-0,142.201004,-1.11191516
DTXSID90208871,FALSE,TRUE,5001,4,5,6012-83-5,311.2000122,-1.206017249
DTXSID90208992,TRUE,FALSE,36,1,2,60244-69-1,334.3089905,0.967845555
DTXSID9020902,FALSE,FALSE,66,2,3,315-22-0,325.3609924,0.692821549
DTXSID9020906,FALSE,TRUE,15800,4,5,142-47-2,169.1119995,-1.970482662
DTXSID9020958,FALSE,FALSE,681,3,4,99-56-9,153.1410065,-0.648055615
DTXSID90209843,FALSE,FALSE,730,3,4,61-01-8,314.4500122,-0.365771244
DTXSID9021003,TRUE,FALSE,48,1,2,13256-11-6,164.2079926,0.534153054
DTXSID90210277,TRUE,FALSE,23,1,2,61361-60-2,212.2050018,0.96502778
DTXSID9021051,TRUE,FALSE,10,1,2,69658-91-9,137.1419983,1.137170473
DTXSID9021053,FALSE,FALSE,225,2,3,614-00-6,136.154007,-0.218152091
DTXSID9021059,FALSE,TRUE,2260,3,5,5632-47-3,115.1360016,-1.292897296
DTXSID90211022,FALSE,FALSE,1070,3,4,61988-37-2,224.1589966,-0.678827604
DTXSID9021130,FALSE,FALSE,1915,3,4,89-25-8,174.2030029,-1.041113141
DTXSID9021134,TRUE,FALSE,3,1,1,103-85-5,152.2200012,1.705350466
DTXSID9021136,FALSE,FALSE,245,2,3,50-33-9,308.381012,0.099921545
DTXSID9021138,FALSE,FALSE,80,2,3,106-50-3,108.1439972,0.130912431
DTXSID90211507,FALSE,TRUE,13900,4,5,6247-39-8,446.4649963,-1.493227385
DTXSID9021182,FALSE,TRUE,2840,3,5,55268-74-1,312.4129944,-0.958589251
DTXSID90211825,FALSE,FALSE,106,2,3,62751-73-9,505.9500122,0.678801745
DTXSID9021188,FALSE,FALSE,1600,3,4,57-66-9,285.3599854,-0.748726909
DTXSID9021217,FALSE,FALSE,440,2,4,58-14-0,248.7100067,-0.247759417
DTXSID90212397,FALSE,TRUE,5360,4,5,6307-82-0,215.5899963,-1.395536185
DTXSID9021269,FALSE,TRUE,4265,3,5,144-55-8,84.0059967,-1.705608747
DTXSID90212897,FALSE,TRUE,2924,3,5,63498-62-4,312.8200073,-0.970682846
DTXSID90213248,FALSE,FALSE,180,2,3,638-56-2,231.1100006,0.108546234
DTXSID9021340,FALSE,FALSE,301,2,4,62-55-5,75.12999725,-0.602753123
DTXSID9021342,TRUE,FALSE,7,1,2,97-18-7,356.0400085,1.706400763
DTXSID9021344,FALSE,FALSE,900,3,4,139-65-1,216.3000031,-0.619185984
DTXSID9021346,TRUE,FALSE,9.16,1,2,79-19-6,91.13,0.997765897
DTXSID9021348,TRUE,FALSE,20,1,2,62-56-6,76.12000275,0.5804688
DTXSID90213829,FALSE,FALSE,500,2,4,63979-29-3,230.2709961,-0.336730765
DTXSID9021390,FALSE,FALSE,136,2,3,96-18-4,147.4199982,0.035017493
DTXSID9021392,FALSE,TRUE,5530,4,5,102-71-6,149.1900024,-1.56898541
DTXSID9021396,FALSE,TRUE,2140,3,5,127-48-0,143.1419983,-1.174646698
DTXSID9021398,FALSE,FALSE,1250,3,4,137-17-7,135.2100067,-0.965901179
DTXSID90214033,FALSE,FALSE,410,2,4,64037-11-2,168.5800018,-0.385977803
DTXSID90214078,FALSE,FALSE,706,3,4,64039-28-7,208.1450043,-0.530438709
DTXSID90214179,TRUE,FALSE,35,1,2,64050-52-8,335.6799927,0.981857413
DTXSID9021425,FALSE,FALSE,520,3,4,34661-75-1,387.4840088,-0.127749559
DTXSID9021427,FALSE,FALSE,1809,3,4,51-79-6,89.09400177,-1.307590101
DTXSID9021473,FALSE,FALSE,1500,3,4,39884-52-1,102.0930023,-1.167095283
DTXSID90214856,FALSE,FALSE,1560,3,4,64604-91-7,320.4769897,-0.687327746
DTXSID90215126,FALSE,FALSE,196,2,3,6483-15-4,246.3540039,0.099303554
DTXSID9021554,FALSE,TRUE,3320,3,5,334-48-5,172.2680054,-1.284933459
DTXSID90215666,FALSE,TRUE,3430,3,5,65323-13-9,258.2250061,-1.123295824
DTXSID90215944,FALSE,FALSE,200,2,3,6574-99-8,172.0099945,-0.065476314
DTXSID9021633,FALSE,TRUE,2040,3,5,97-61-0,116.1600037,-1.24457355
DTXSID9021635,FALSE,FALSE,960,3,4,78-84-2,72.10700226,-1.124293792
DTXSID9021637,FALSE,FALSE,86,2,3,598-91-4,218.8320007,0.40561238
DTXSID90216431,TRUE,FALSE,46,1,2,66232-28-8,472.5400085,1.011680753
DTXSID9021681,FALSE,FALSE,62.5,2,3,16212-28-5,156.3899994,0.398328961
DTXSID9021710,FALSE,TRUE,2219,3,5,56-37-1,227.7799988,-0.988641716
DTXSID9021712,FALSE,FALSE,52,2,3,57-33-0,248.2579956,0.678899901
DTXSID9021716,FALSE,FALSE,140,2,3,58-90-2,231.8800049,0.219135265
DTXSID9021718,FALSE,FALSE,1200,3,4,59-97-2,196.6799927,-0.785421063
DTXSID9021762,FALSE,TRUE,2054,3,5,78-92-2,74.1230011,-1.442647445
DTXSID9021764,FALSE,FALSE,1715,3,4,78-96-6,75.11100006,-1.35856058
DTXSID90217786,FALSE,TRUE,10000,4,5,67446-03-1,546.4940186,-1.262414587
DTXSID90217988,FALSE,FALSE,1700,3,4,67704-68-1,249.3220062,-0.833688308
