Chemical Name,Chemical ID,CAS RN,Gene Symbol,Gene ID,Interaction,Interaction Actions,Reference Count,Organism Count
Arsenic,D001151,7440-38-2,PPARGC1B,133522,Arsenic affects the methylation of PPARGC1B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPAT,5471,Arsenic results in increased methylation of PPAT promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PPBP,5473,Arsenic results in decreased expression of PPBP mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PPBP,5473,Arsenic results in increased expression of PPBP mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,PPFIA1,8500,Arsenic affects the methylation of PPFIA1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPFIA3,8541,Arsenic affects the methylation of PPFIA3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPFIA4,8497,Arsenic affects the methylation of PPFIA4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPFIA4,8497,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of PPFIA4 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PPFIBP2,8495,Arsenic affects the methylation of PPFIBP2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPFIBP2,8495,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PPFIBP2 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PPHLN1,51535,Arsenic affects the methylation of PPHLN1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPIAP26,121981,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PPIAP26 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PPID,5481,Arsenic affects the methylation of PPID gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPIL2,23759,Arsenic affects the methylation of PPIL2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPM1D,8493,Arsenic affects the methylation of PPM1D gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPM1G,5496,Arsenic affects the methylation of PPM1G gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP1R10,5514,Arsenic affects the methylation of PPP1R10 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP1R13B,23368,Arsenic affects the methylation of PPP1R13B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP1R13L,10848,Arsenic affects the methylation of PPP1R13L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP1R14A,94274,Arsenic affects the methylation of PPP1R14A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP1R14C,81706,Arsenic affects the methylation of PPP1R14C gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP1R16B,26051,Arsenic affects the methylation of PPP1R16B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP1R21,129285,Arsenic affects the methylation of PPP1R21 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP2CA,5515,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PPP2CA mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PPP2CB,5516,Arsenic affects the methylation of PPP2CB gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP2R1A,5518,Arsenic affects the expression of PPP2R1A mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,PPP2R2B,5521,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of PPP2R2B mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PPP2R3A,5523,Arsenic affects the methylation of PPP2R3A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP2R5C,5527,Arsenic affects the methylation of PPP2R5C gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPP5C,5536,Arsenic affects the methylation of PPP5C gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPT2,9374,Arsenic affects the methylation of PPT2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PPTC7,160760,Arsenic affects the expression of PPTC7 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,PPTC7,160760,Arsenic affects the methylation of PPTC7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRAC2,360205,Arsenic results in increased methylation of PRAC2 gene,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PRAG1,157285,Arsenic affects the methylation of PRAG1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRAMEF20,645425,Arsenic affects the methylation of PRAMEF20 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRAMEF22,653606,Arsenic affects the methylation of PRAMEF22 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRDM1,639,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PRDM1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PRDM15,63977,Arsenic affects the methylation of PRDM15 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRDM16,63976,Arsenic affects the methylation of PRDM16 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRDM16,63976,Arsenic results in decreased methylation of PRDM16 gene,decreases^methylation,1,1
Arsenic,D001151,7440-38-2,PRDM2,7799,Arsenic results in increased methylation of PRDM2 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PRDM6,93166,Arsenic affects the methylation of PRDM6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRDX1,5052,Arsenic affects the methylation of PRDX1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRDX1,5052,Arsenic results in increased expression of PRDX1 mRNA,increases^expression,2,1
Arsenic,D001151,7440-38-2,PRDX1,5052,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of PRDX1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PRDX2,7001,PRDX2 protein affects the metabolism of Arsenic,affects^metabolic processing,1,1
Arsenic,D001151,7440-38-2,PRDX5,25824,Arsenic results in increased expression of PRDX5 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,PRDX6,9588,Arsenic results in increased expression of PRDX6 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,PRELID3A,10650,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of PRELID3A mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PREPL,9581,Arsenic affects the methylation of PREPL gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRF1,5551,Arsenic affects the expression of PRF1 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,PRKACG,5568,Arsenic affects the methylation of PRKACG gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKAG1,5571,Arsenic affects the methylation of PRKAG1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKAG2,51422,Arsenic affects the methylation of PRKAG2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKAR1B,5575,Arsenic affects the methylation of PRKAR1B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKAR2A,5576,Arsenic results in decreased expression of PRKAR2A mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PRKAR2B,5577,Arsenic affects the methylation of PRKAR2B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKCA,5578,Arsenic affects the methylation of PRKCA gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKCB,5579,Arsenic affects the methylation of PRKCB gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKCE,5581,Arsenic affects the methylation of PRKCE gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKCQ,5588,Arsenic affects the methylation of PRKCQ gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKCQ,5588,[Coal results in increased abundance of Arsenic] which results in decreased expression of and results in decreased phosphorylation of PRKCQ protein,decreases^expression|decreases^phosphorylation|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PRKCZ,5590,Arsenic affects the methylation of PRKCZ gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKD1,5587,Arsenic affects the methylation of PRKD1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKD2,25865,Arsenic affects the expression of PRKD2 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,PRKD3,23683,PRKD3 mRNA results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,PRKDC,5591,Arsenic results in decreased expression of PRKDC mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PRKDC,5591,Arsenic results in decreased expression of PRKDC protein,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PRKDC,5591,Arsenic results in increased expression of PRKDC protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,PRKDC,5591,Curcumin inhibits the reaction [Arsenic results in decreased expression of PRKDC mRNA],decreases^expression|decreases^reaction,1,1
Arsenic,D001151,7440-38-2,PRKDC,5591,Curcumin inhibits the reaction [Arsenic results in decreased expression of PRKDC protein],decreases^expression|decreases^reaction,1,1
Arsenic,D001151,7440-38-2,PRKDC,5591,PRKDC mRNA results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,PRKN,5071,Arsenic affects the methylation of PRKN gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRKRA,8575,Arsenic affects the methylation of PRKRA gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRL,5617,Arsenic results in decreased expression of PRL protein,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PRMT6,55170,Arsenic affects the methylation of PRMT6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRMT6,55170,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PRMT6 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PRMT8,56341,Arsenic affects the methylation of PRMT8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PROCR,10544,Arsenic affects the methylation of PROCR gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PROM2,150696,Arsenic affects the methylation of PROM2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PROZ,8858,Arsenic affects the methylation of PROZ gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRPF31,26121,Arsenic affects the methylation of PRPF31 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRPF8,10594,Arsenic affects the methylation of PRPF8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRPH,5630,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PRPH mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PRPS1,5631,Arsenic results in increased methylation of PRPS1 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PRR16,51334,Arsenic affects the methylation of PRR16 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRR5-ARHGAP8,553158,Arsenic affects the methylation of PRR5-ARHGAP8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRR5L,79899,Arsenic affects the methylation of PRR5L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRR5L,79899,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of PRR5L mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PRRC2A,7916,Arsenic affects the methylation of PRRC2A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRRC2B,84726,Arsenic affects the methylation of PRRC2B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRRG1,5638,Arsenic affects the methylation of PRRG1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRRT1,80863,Arsenic affects the methylation of PRRT1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRSS12,8492,Arsenic results in increased methylation of PRSS12 gene,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PRSS2,5645,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PRSS2 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PRSS3,5646,Arsenic results in increased methylation of PRSS3 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PRSS3,5646,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PRSS3 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PRSS8,5652,Arsenic affects the methylation of PRSS8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRTFDC1,56952,Arsenic affects the methylation of PRTFDC1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PRXL2A,84293,Arsenic affects the methylation of PRXL2A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSAPL1,768239,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PSAPL1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PSD3,23362,Arsenic affects the methylation of PSD3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSEN1,5663,[Arsenic co-treated with Cadmium co-treated with Lead] promotes the reaction [PSEN1 protein results in increased metabolism of APP protein],affects^cotreatment|increases^metabolic processing|increases^reaction,1,1
Arsenic,D001151,7440-38-2,PSEN2,5664,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PSEN2 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PSG2,5670,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of PSG2 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PSG5,5673,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of PSG5 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PSG9,5678,Arsenic affects the methylation of PSG9 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSMA3,5684,Arsenic affects the methylation of PSMA3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSMB6,5694,Arsenic affects the methylation of PSMB6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSMC2,5701,Arsenic affects the methylation of PSMC2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSMC6,5706,Arsenic results in increased methylation of PSMC6 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PSMD1,5707,Arsenic affects the methylation of PSMD1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSMD13,5719,Arsenic results in decreased expression of PSMD13 protein,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PSMD14,10213,Arsenic affects the expression of PSMD14 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,PSMD8,5714,Arsenic affects the methylation of PSMD8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSME1,5720,Arsenic results in increased expression of PSME1 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,PSME2,5721,Arsenic results in increased expression of PSME2 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,PSORS1C1,170679,Arsenic affects the methylation of PSORS1C1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PSORS1C2,170680,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PSORS1C2 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PSPN,5623,Arsenic affects the expression of PSPN protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,PTBP1,5725,Arsenic results in increased methylation of PTBP1 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PTCH1,5727,Arsenic affects the methylation of PTCH1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTCHD4,442213,Arsenic results in increased methylation of PTCHD4 gene,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PTEN,5728,Arsenic results in decreased expression of PTEN protein,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PTGDR2,11251,Arsenic affects the expression of PTGDR2 protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,PTGES2,80142,Arsenic affects the methylation of PTGES2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTGS2,5743,Arsenic affects the methylation of PTGS2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTGS2,5743,Arsenic results in decreased expression of PTGS2 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PTGS2,5743,Arsenic results in increased expression of PTGS2 mRNA,increases^expression,2,1
Arsenic,D001151,7440-38-2,PTGS2,5743,Arsenic results in increased expression of PTGS2 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,PTH,5741,Arsenic affects the methylation of PTH gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTH1R,5745,Arsenic affects the methylation of PTH1R gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTH2R,5746,Arsenic results in decreased methylation of PTH2R promoter,decreases^methylation,1,1
Arsenic,D001151,7440-38-2,PTHLH,5744,[Arsenic co-treated with Cadmium co-treated with Lead] results in decreased expression of PTHLH protein,affects^cotreatment|decreases^expression,1,1
Arsenic,D001151,7440-38-2,PTK2,5747,Arsenic results in decreased expression of PTK2 protein,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PTK2,5747,Arsenic results in decreased phosphorylation of PTK2 protein,decreases^phosphorylation,1,1
Arsenic,D001151,7440-38-2,PTK2,5747,Arsenic results in increased phosphorylation of PTK2 protein,increases^phosphorylation,1,1
Arsenic,D001151,7440-38-2,PTK2B,2185,Arsenic affects the methylation of PTK2B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTN,5764,Arsenic results in decreased expression of PTN mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PTP4A1,7803,Arsenic affects the methylation of PTP4A1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPN13,5783,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PTPN13 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PTPN22,26191,Arsenic affects the methylation of PTPN22 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPN6,5777,Arsenic affects the methylation of PTPN6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPN9,5780,Arsenic affects the methylation of PTPN9 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPN9,5780,Arsenic results in increased methylation of PTPN9 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,PTPRE,5791,Arsenic affects the expression of PTPRE mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,PTPRE,5791,Arsenic affects the methylation of PTPRE gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPRE,5791,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of PTPRE mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PTPRG,5793,Arsenic affects the methylation of PTPRG gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPRJ,5795,Arsenic affects the methylation of PTPRJ gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPRN2,5799,Arsenic affects the methylation of PTPRN2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPRS,5802,Arsenic affects the methylation of PTPRS gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTPRU,10076,Arsenic affects the methylation of PTPRU gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTTG2,10744,Arsenic affects the methylation of PTTG2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PTX3,5806,Arsenic affects the expression of PTX3 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,PTX3,5806,Arsenic affects the expression of PTX3 protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,PTX3,5806,Arsenic results in decreased expression of PTX3 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PTX4,390667,Arsenic affects the methylation of PTX4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PUF60,22827,Arsenic affects the methylation of PUF60 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PUM1,9698,Arsenic affects the methylation of PUM1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PUS1,80324,Arsenic affects the methylation of PUS1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PVR,5817,Arsenic results in decreased expression of PVR mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PVT1,5820,Arsenic affects the methylation of PVT1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PVT1,5820,Arsenic results in decreased expression of PVT1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,PVT1,5820,Arsenic results in decreased methylation of PVT1 gene,decreases^methylation,1,1
Arsenic,D001151,7440-38-2,PWWP3A,84939,Arsenic affects the methylation of PWWP3A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PYDC1,260434,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of PYDC1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,PYROXD2,84795,Arsenic affects the methylation of PYROXD2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,PYROXD2,84795,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of PYROXD2 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,PYY,5697,Arsenic affects the methylation of PYY gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,QKI,9444,Arsenic affects the methylation of QKI gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,QPCT,25797,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of QPCT mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,QPRT,23475,QPRT mRNA results in decreased susceptibility to Arsenic,decreases^response to substance,1,1
Arsenic,D001151,7440-38-2,QRICH2,84074,Arsenic affects the methylation of QRICH2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,QTRT1,81890,Arsenic affects the methylation of QTRT1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,QTRT2,79691,Arsenic affects the methylation of QTRT2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,R3HDM2,22864,Arsenic affects the methylation of R3HDM2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAB11FIP2,22841,Arsenic affects the methylation of RAB11FIP2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAB11FIP3,9727,Arsenic affects the methylation of RAB11FIP3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAB11FIP3,9727,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of RAB11FIP3 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,RAB24,53917,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of RAB24 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,RAB27A,5873,Arsenic affects the methylation of RAB27A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAB2A,5862,Arsenic affects the methylation of RAB2A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAB31,11031,RAB31 mRNA results in decreased susceptibility to Arsenic,decreases^response to substance,1,1
Arsenic,D001151,7440-38-2,RAB34,83871,Arsenic affects the methylation of RAB34 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAB37,326624,Arsenic affects the methylation of RAB37 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAB3C,115827,Arsenic affects the methylation of RAB3C gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAB3IL1,5866,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of RAB3IL1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,RAB40C,57799,Arsenic affects the methylation of RAB40C gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RABGAP1L,9910,Arsenic affects the methylation of RABGAP1L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RABL6,55684,Arsenic affects the methylation of RABL6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAC1,5879,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of RAC1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,RAC2,5880,Arsenic affects the expression of RAC2 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,RACK1,10399,Arsenic affects the methylation of RACK1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAD18,56852,Arsenic results in decreased expression of RAD18 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,RAD23A,5886,Arsenic results in increased expression of RAD23A mRNA,increases^expression,2,1
Arsenic,D001151,7440-38-2,RAD51,5888,Arsenic affects the methylation of RAD51 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAD51B,5890,Arsenic affects the methylation of RAD51B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAD54L,8438,Arsenic affects the methylation of RAD54L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RADIL,55698,Arsenic affects the methylation of RADIL gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RADX,55086,Arsenic affects the methylation of RADX gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAET1G,353091,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of RAET1G mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,RAET1L,154064,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of RAET1L mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,RAF1,5894,Arsenic inhibits the reaction [NR3C1 protein binds to RAF1 promoter],affects^binding|decreases^reaction,1,1
Arsenic,D001151,7440-38-2,RAF1,5894,Arsenic inhibits the reaction [[NR3C1 protein binds to RAF1 promoter] which results in increased expression of RAF1 mRNA],affects^binding|decreases^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,RAF1,5894,Arsenic inhibits the reaction [[NR3C1 protein binds to RAF1 promoter] which results in increased expression of RAF1 protein],affects^binding|decreases^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,RAI1,10743,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of RAI1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,RAI14,26064,Arsenic results in decreased expression of RAI14 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,RAI14,26064,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of RAI14 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,RALGAPA2,57186,Arsenic affects the methylation of RALGAPA2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RALGPS1,9649,Arsenic affects the methylation of RALGPS1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RALYL,138046,Arsenic affects the methylation of RALYL gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAMP1,10267,Arsenic affects the methylation of RAMP1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAMP1,10267,Arsenic results in decreased expression of RAMP1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,RANBP2,5903,RANBP2 mRNA results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,RANBP6,26953,Arsenic affects the expression of RANBP6 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,RAP1A,5906,Arsenic affects the methylation of RAP1A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,RAP1GAP,5909,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of RAP1GAP mRNA,decreases^expression|increases^abundance,1,1
